帖子ID,标题,正文,作者,点赞数,收藏数,评论数,实际评论数,分享数,图片数量,帖子链接,季节_夏日,季节_春日,季节_秋冬,风格_温柔感,风格_高级感,风格_ins风,风格_个性风,风格_清新简约,款式_猫眼,款式_钻饰,款式_花朵,款式_手绘,款式_法式,款式_渐变,甲型_短甲,甲型_穿戴甲,甲型_DIY,甲型_延长甲
684fe33e0000000012000b47,OMG 老师们这猫眼好看到我想不出词来形容了,真的太好看辣！！！#猫眼美甲[话题]# #闪粉美甲[话题]# #恩妮诗日记[话题]# #猫眼[话题]# #逃不过布灵布灵[话题]# #追光猫眼[话题]# #大灯泡猫眼[话题]# #猫眼甲油胶[话题]# #碎钻胶美甲[话题]# #偏光美甲[话题]#,小恩公紫🍍,54000,36000,588,10,13000,1,https://www.xiaohongshu.com/explore/684fe33e0000000012000b47?xsec_token=AB1f8AucbCWnDSqmN4L-12-uFxanK9dy08l7cMbUej0DU=&xsec_source=pc_search,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
69c23c1700000000200397f1,天气渐暖🍑，来杯🍏苹果汽水～,"啊啊啊神仙配色美甲，一眼沦陷！喜欢，并反复欣赏🧚🏻‍
开始升温啦，头发也越来越容易油了，刚洗的睡一觉又塌了～
幸好被befe茶树蓬松发膜狠狠拯救，终于实现“头包脸”自由～
搭配三维蓬松科技，能让头发蓬松起来，发尾却不毛躁，洗完有种头发变多变粗的即视感～
淡淡茶香，闻着就很清新！一觉起来，头发也是干干爽爽的不贴头皮～
#美甲[话题]##氛围感美甲[话题]##春夏美甲[话题]##befe[话题]##b",滴阶,35000,24000,322,10,7271,1,https://www.xiaohongshu.com/explore/69c23c1700000000200397f1?xsec_token=ABz6iGrvLvIe8hUYwgC2cUuyaBRt-pN144btks5vg_2TI=&xsec_source=pc_search,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6688df8c000000000a0246b3,星星来啦！✨夏日猫眼美甲,#晶石猫眼美甲[话题]# #细闪美甲[话题]# #法式猫眼[话题]# #碎钻胶美甲[话题]# #百搭美甲[话题]# #亲手晒美甲[话题]# #简单美甲[话题]#,晚夜小仙君-,20000,14000,80,20,3126,1,https://www.xiaohongshu.com/explore/6688df8c000000000a0246b3?xsec_token=AB87Mk_HYwi7B-NnQDUJ2roC3uZ9C9pSqxFggT19eOTUU=&xsec_source=pc_search,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
69095f35000000000302f457,好喜欢秋天🍂、好喜欢我的美甲💅🏻,#美甲控[话题]# #指尖生花[话题]# #秋天的第一个美甲[话题]# #秋天美甲[话题]# #高级显白美甲[话题]# #初秋显白的美甲[话题]# #巨好看显白美甲[话题]# #秋冬显白美甲[话题]# #氛围感美甲[话题]# #秋冬指尖不孤单[话题]#,roses,33000,28000,324,25,7800,1,https://www.xiaohongshu.com/explore/69095f35000000000302f457?xsec_token=ABHrsR8hQS6abTwoo7rFBvpIc-RHNXPrk9aOdRzcOUs_o=&xsec_source=pc_search,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
68e10bd600000000050305fd,极限六选一,宝宝们拜托帮我选选 选择困难症,逸,25000,15000,288,5,5209,1,https://www.xiaohongshu.com/explore/68e10bd600000000050305fd?xsec_token=ABXe3KESBoM9xCA3lJRIl7odci-4aC168CpgIb3BchRmg=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69a152e5000000002602c955,春日薄荷曼波🍃爆闪猫眼花花多巴胺甜妹短甲,"炒鸡适合早春的百搭短甲
冰透蓝🫧元气小鸡黄🐣蜜瓜绿🍈渐变
碎冰冰猫眼法式可爱立体花花
少女心溢出屏幕啦～
俗话说，新年新气象，而我要做的第一步就是把我这乱糟糟的地方给好好整理一下
刚好整理出了一只很久没背的香奈儿包包，之前也想过把它出掉，我也去看了几家线下店，实在是那个价格不太合我的心意。于是这次就被闺蜜给安利了@爱回收奢侈品回收 ，我查了查，我家附近的商场就有门店，步行就过去了，2000+的门店",醋醋啊,21000,16000,222,10,6940,1,https://www.xiaohongshu.com/explore/69a152e5000000002602c955?xsec_token=ABLIjA136IIljZ_mKVwA8cHkGF8QI3zEF9evmIv1YrST8=&xsec_source=pc_search,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
69a7d3fe00000000150208f2,黑粉yyds！甜酷风美甲天花板，黄皮也能冲,黄皮姐妹也能闭眼😝冲，日常通勤、约会炸街都超合适，关键是不用等，贴完就能美美的出门！同款🔗在评论下方哦，20+[钱袋R]的价格#黑粉美甲[话题]# #甜酷美甲[话题]# #甜酷辣妹风美甲[话题]# #亲手晒美甲[话题]# #可爱美甲[话题]# #氛围感美甲[话题]# #猫眼美甲[话题]# #夏日美甲[话题]# #ins美甲[话题]# #短款美甲[话题]#,不知甲甲,13000,11000,31,15,1302,1,https://www.xiaohongshu.com/explore/69a7d3fe00000000150208f2?xsec_token=ABI_06TkZhaEuVU-t3pTtGkHW-3pM3jawBWwlkvcyOn_o=&xsec_source=pc_search,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
68c7b87f000000001c011019,美甲决赛圈、帮我选美甲💅,#指尖生花[话题]# #美甲夏天[话题]# #美甲控[话题]# #夏天美甲[话题]# #少女心美甲[话题]# #美甲款式夏天显白[话题]# #甜美美甲[话题]# #神仙美甲[话题]# #温柔美甲[话题]# #穿戴甲温柔[话题]#,芹菜,13000,9838,94,25,2316,1,https://www.xiaohongshu.com/explore/68c7b87f000000001c011019?xsec_token=AB2HGdba49ABp6I3Bknjmi9khv69Oa3zbThsXtwOivb2w=&xsec_source=pc_search,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
68b95c80000000001b037c74,海盐气泡🫧冰透清爽渐变蓝色猫眼🧊活力满满,#浪漫生活的记录者[话题]# #晶石猫眼美甲[话题]# #超好看的美甲[话题]# #蓝色美甲[话题]# #氛围感美甲[话题]# #冰透美甲[话题]# #猫眼[话题]# #清透美甲[话题]# #冰蓝色[话题]# #蓝色系[话题]#,一只可爱椰,12000,11000,91,20,4404,1,https://www.xiaohongshu.com/explore/68b95c80000000001b037c74?xsec_token=ABSM3RfZL-hRooBSysnfUembJQ168Q5ak1Fla9Z0yIFxY=&xsec_source=pc_search,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6895f7580000000023039150,Nail♡♩🫧冰透猫眼美甲➕碎冰冰✨好清透好高级,#氛围感美甲[话题]# #ins美甲[话题]# #清透美甲[话题]# #细闪美甲[话题]# #百搭美甲[话题]# #爆闪美甲[话题]# #显白美甲[话题]# #法式美甲[话题]# #甜妹美甲[话题]# #温柔美甲[话题]#,Ajiao（努力打工版）,11000,8152,70,20,2360,1,https://www.xiaohongshu.com/explore/6895f7580000000023039150?xsec_token=ABchWonmvr6-MncPM7QSYxGyZX02umcKNMAMjYwGBdYY4=&xsec_source=pc_search,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
68bfc7a8000000001d01a48e,甜妹专属美甲💅｜粉色KT美甲也太少女心了,#神仙美甲[话题]# #热门爆款美甲[话题]# #氛围感美甲[话题]# #约会美甲[话题]# #可爱风美甲[话题]# #女生做美甲[话题]# #热门爆款美甲[话题]# #本甲美甲秋冬[话题]# #热门爆款美甲[话题]# #彩色美甲[话题]#,SualiStudio,11000,7687,48,15,4177,1,https://www.xiaohongshu.com/explore/68bfc7a8000000001d01a48e?xsec_token=AB2DxvHAWIERPEmbIMqN7JiGrnwKBr9TAjWOrDeI7C83Y=&xsec_source=pc_search,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69cb7599000000001d01f980,收藏一波春天的美甲,"怎么样怎么样，又想安利一波美美的美甲啦
温温柔柔的春天系美甲
大家最喜欢那个也，选择困难症真的很难选[哭惹R]
看看我的指甲适合哪一款哈哈（图7），都好喜欢，太难选了[叹气R]
#美甲[话题]# #美甲款式[话题]# #美甲推荐[话题]#",芝麻汤圆vm7,11000,8299,217,10,1638,1,https://www.xiaohongshu.com/explore/69cb7599000000001d01f980?xsec_token=ABpUZqODc0b6srZAeKr4Hb07fZbdOH8qbcQykxyZen2u8=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6778f0d40000000013018463,玻璃珠猫眼｜手绘魔镜粉爱心蝴蝶结美甲,"好甜的一款！
#少女心美甲[话题]# #超好看的美甲[话题]# #甜美美甲[话题]# #玻璃珠猫眼美甲[话题]# #魔镜粉美甲[话题]# #爱心美甲[话题]# #蝴蝶结美甲[话题]# #手绘美甲[话题]# #玻璃珠猫眼[话题]#",奈奈~,10000,8857,39,15,1806,1,https://www.xiaohongshu.com/explore/6778f0d40000000013018463?xsec_token=ABAv0EORXFuyzMtn4gCEMR73BEnmCgAf0DETQ9JTq_Xug=&xsec_source=pc_search,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
68b02dd5000000001c03d849,你们要的细节大母指图来咯～,"清新仙气！谁还没做这个美甲呢？
单独给你们出的哦！#世界之外[话题]#
#美甲控[话题]# #晕染[话题]# #指尖生花[话题]#
浪漫吧仙女本仙款式｜
复刻转载请@我谢谢～",月季不是花,21000,15000,150,10,3527,1,https://www.xiaohongshu.com/explore/68b02dd5000000001c03d849?xsec_token=AB4Ty02HJQHuAcZ4TQggVzjgV0w71qdkeihC8c2dO2Sx4=&xsec_source=pc_search,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66c2d5e2000000001d01a13f,黑暗陨石☄️这也太显白了吧‼️姐妹来看看,#黑色美甲[话题]##酷酷美甲[话题]# #超显白美甲[话题]# #美甲短甲[话题]##高级美甲[话题]##小众美甲[话题]##亲手晒美甲[话题]# #猫眼美甲[话题]##美甲款式[话题]##美甲分享[话题]#,圆圆小媛（穿戴甲版）,15000,13000,126,5,5252,1,https://www.xiaohongshu.com/explore/66c2d5e2000000001d01a13f?xsec_token=AB19m2G_gjSE8Kmv9J_SrLm6bjH-DfaK4TOwpu1feS5H0=&xsec_source=pc_search,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
688a0c9a0000000023034876,💅挑战100款夏日美甲·第21期｜人鱼姬极光甲,"------
🌊「本期主题」：人鱼姬幻光
💫灵感来源：阳光下的泡沫与极光交织的梦幻感
🎨主色调：裸粉色打底，叠加人鱼姬偏光色，指尖流转彩虹光晕🌈
✨设计细节：
▫️圆润甲型修饰手型，温柔又显白
▫️极光粉薄涂打造若隐若现的鎏光感
▫️无名指跳色叠加细闪，像海面碎钻💎
📸拍照小心机：
✔️侧光拍摄让偏光更明显
✔️搭配珍珠/贝壳道具秒变氛围感女神
✔️手指微曲展现甲面弧度
💌文案灵感：
▫️“把银河",小丸,10000,12000,44,5,1729,1,https://www.xiaohongshu.com/explore/688a0c9a0000000023034876?xsec_token=ABKUd3JZZIUSnDePxVJ2mT2IYLUwyveNOImQsmJ_wrHDU=&xsec_source=pc_search,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69e1ed3b0000000021011ea7,浮光锦,"换季断舍离，翻出不常背的包，放着也是落灰，干脆给它们找个新家。
之前怕二手回收被压价，一直没敢出。这次认真做了功课试了爱回收，体验真的不错。
查询了解才得知他们全国有2000+门店呢
楼下的商场就有一家！回收特别方便
特别吸引我的是百家竞价模式，会有上百家回收商在线竞拍，价高者得的机制，完全不用被压价。竞价结果居然比其他家的要高近800！
而且当面回收当面打款的效率也很不错，从质检到打款，也就半个",Aqakilli,16000,9427,84,10,1639,1,https://www.xiaohongshu.com/explore/69e1ed3b0000000021011ea7?xsec_token=ABLCdbF2-bQ-sP7yeYG5oCYPWMLLTDMQSghqQsrVfYCHc=&xsec_source=pc_search,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
69441a71000000001b0219f4,氛围感天花板！一键解锁沉浸式浪漫生活美学,"冬天的氛围感全靠这双手撑起来！ 透明渐变+立体雪花+金色线条，细节满分 拍照不用滤镜，原图直出都美到哭 男朋友都说比圣诞树还好看，必须安排！
#美甲控[话题]# #美甲款式[话题]# #超好看的美甲[话题]# #约会美甲[话题]# #美甲款式推荐[话题]# #温柔美甲[话题]# #高级显白美甲[话题]# #美甲款式夏天显白[话题]# #穿戴甲戴取方便[话题]# #冰透美甲[话题]#",yao瑶摇,15000,11000,167,10,3960,1,https://www.xiaohongshu.com/explore/69441a71000000001b0219f4?xsec_token=ABp9_R9q_alfOLKSLdDMXPWHFHewiuOhXa9bE87cayBCg=&xsec_source=pc_search,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
68cbd55f0000000013013eb6,高级清冷感冰透猫眼美甲,#温柔美甲[话题]# #高级显白美甲[话题]# #冰透美甲[话题]# #美甲[话题]# #美甲控[话题]# #清透美甲[话题]# #温柔高级感[话题]# #约会美甲[话题]# #细闪美甲[话题]# #百搭美甲[话题]#,颖宝美学,15000,11000,39,5,3957,1,https://www.xiaohongshu.com/explore/68cbd55f0000000013013eb6?xsec_token=AB6oFWIMNFH0G3_g4PFeHF0caygqKfW2ZlY-3UIJ-0RPg=&xsec_source=pc_search,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
68835b9c0000000020018599,夏日美甲♡♩小香风千金格纹冰透猫眼超温柔,#美甲[话题]# #夏日显白美甲[话题]# #约会美甲[话题]# #甜妹美甲[话题]# #清透美甲[话题]# #美甲款式夏天显白[话题]# #冰透美甲[话题]# #仙气美甲[话题]# #公主美甲[话题]# #仙女美甲[话题]#,七七酱,13000,9142,53,10,4892,1,https://www.xiaohongshu.com/explore/68835b9c0000000020018599?xsec_token=ABMOjdXH54V31ufOkQKR_zQPKOGdJsPM2PDwoh-XTOhXY=&xsec_source=pc_search,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69955f12000000000a02ba73,淡淡的就会顺顺的💫,#日常通勤美甲[话题]# #清透美甲[话题]# #干净美甲[话题]# #新春市集[话题]#  #裸色美甲[话题]# #寸轻[话题]# #寸轻轻色胶[话题]# #三合一甲油胶[话题]# #气质美甲[话题]# #即温柔又显嫩的颜色[话题]#,西言,13000,11000,41,10,3114,1,https://www.xiaohongshu.com/explore/69955f12000000000a02ba73?xsec_token=ABbgCOA4d0wzvDBtlQ8Ms-OqECzkdHJmDWohbIgvvUbmY=&xsec_source=pc_search,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6969b3aa00000000220302c8,赤茶琉璃✨裸色美甲天花板🫧,"又嫩又显白～
金色微笑猫眼尊嘟好喜欢😻
#穿戴甲[话题]# #穿戴甲分享[话题]# #猫眼美甲[话题]# #冰透美甲[话题]# #氛围感美甲[话题]##裸色美甲[话题]# #腮红美甲[话题]# #温柔美甲[话题]# #日常通勤美甲[话题]# #秋冬美甲[话题]# #显白美甲[话题]# #奶茶色美甲[话题]#",芒果气泡水-茉哉,11000,8808,70,5,2436,1,https://www.xiaohongshu.com/explore/6969b3aa00000000220302c8?xsec_token=AB-4CADeOygFLCu06L9dz1Bx8YkP72H1BitA7yR99nZRo=&xsec_source=pc_search,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
69f1a666000000003700d0f0,Nail♡♩🫧醋酸月光渐变~淡人的春夏美甲,"新美甲💅🏻
敲温柔的乳白渐变加了一层月光粉
显得更清透一些 食指无名指 雪绒胶晕染搭配贝壳片 波光粼粼的 敲夏天🫧
	
偶尔好好犒劳自己，给自己挑一份喜欢的小礼物，真的很治愈。
近期入手的心头好，就是这支PRADA「我本莫测」护手霜
高级感满满的粉色三角包装，设计简约又时髦，
颜值完全长在审美上，随手放包里、摆桌面都很好看。
最让我心动的还是它的香味，
和「我本莫测」香水是同款奶木花香，温柔又清浅",AJIAONAIL,11000,9635,30,10,1608,1,https://www.xiaohongshu.com/explore/69f1a666000000003700d0f0?xsec_token=AB6RXcbpX8N7E89BIBC_WKSERfTQs0Xj03Ut7P4tgAScM=&xsec_source=pc_search,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6a0d78200000000038037344,夏日冰塔🍧蓝茶美甲💅🏻，视觉降温绝绝子,#蓝色美甲[话题]# #短甲[话题]##手绘美甲[话题]# #波点美甲[话题]# #星星美甲[话题]# #猫眼美甲[话题]# #夏日美甲[话题]# #夏日小清新美甲[话题]# #清透美甲[话题]#,酷酷的木木子（穿戴甲上手）,10000,7614,11,20,974,1,https://www.xiaohongshu.com/explore/6a0d78200000000038037344?xsec_token=AB95Tn0X89M33kJnF7jfNDUrhhRsGpLOG91O5y_rUV_8A=&xsec_source=pc_search,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
6a0aff7f00000000080036ab,💅🏻夏天五颜六色的才对嘛,"嘿嘿嘿嘿嘿嘿[暗中观察R]
#美甲[话题]# #氛围感美甲[话题]# #短甲美甲[话题]# #猫眼美甲[话题]#",滴阶,9606,6720,119,15,1597,1,https://www.xiaohongshu.com/explore/6a0aff7f00000000080036ab?xsec_token=ABk8kcRUs04kth_YdkSCAEpxqBIDnlMMZFDB2k-VONKNs=&xsec_source=pc_search,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
69a166ac000000001a01c692,敲可爱的ins春日短甲🍈薄荷奶绿波点蝴蝶结,"早春多巴胺撞色爱心美甲
薄荷曼波渐变🍃奶油白咖色晕染
韩系波点蝴蝶结好显白
我宣布这是我最近做过最好看的春日美甲
没办法，这个新年又给自己买了好多漂亮的衣服呀，衣柜又满了，必须要清理了！有一只真的很久、很久没有背的lv包包必须要快刀斩乱麻把它处理掉。
我选择了我们家附近商场的@爱回收奢侈品回收 ，他们家全国有2000多家门店呢，特别方便！
而且爱回收采用的是百家竞价模式，也就是说有上百家回收奢侈品",是大大如（打工版）,8236,6728,23,5,725,1,https://www.xiaohongshu.com/explore/69a166ac000000001a01c692?xsec_token=ABLIjA136IIljZ_mKVwA8cHgblnQzO_yJTGKMDXCrcYOo=&xsec_source=pc_search,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
68a585fa000000001d028505,少女心爆棚的美甲💅🏻｜夏日西瓜🍉冰美甲💅,#氛围感美甲[话题]# #超好看的美甲[话题]# #水蜜桃美甲[话题]# #夏日显白美甲[话题]# #ins美甲[话题]# #少女心美甲[话题]# #美甲款式夏天显白[话题]# #甜美美甲[话题]# #粉嫩美甲[话题]#,小细手！,7838,7205,64,10,2786,1,https://www.xiaohongshu.com/explore/68a585fa000000001d028505?xsec_token=ABjBmDI4DoaejAz-8jVTv43AHWql2f1cxKxa3L7Y2yalQ=&xsec_source=pc_search,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6932af6f000000001e00225c,肉桂色好温柔～ 涩味云雾层次晕染 很高级,#高级感美甲[话题]# #ins秋冬季美甲[话题]# #涩味美甲[话题]# #顯白美甲[话题]# #2025美甲[话题]# #云雾晕染美甲[话题]# #干枯玫瑰美甲[话题]# #网红美甲[话题]# #肉桂色美甲[话题]# #大理石晕染美甲[话题]#,通山椿里日式美甲,10000,8381,28,5,2448,1,https://www.xiaohongshu.com/explore/6932af6f000000001e00225c?xsec_token=ABt14jyK8YEYiW_MUokTDCfNEHWgNi_0qfUPkdDW38thQ=&xsec_source=pc_search,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
68c6b4f9000000001d01b4f0,极限五选一家人们❗❗❗,有没有做过这些或类似款的姐妹们 想看看效果#气质美甲[话题]#  #帮我选美甲[话题]# #氛围感美甲[话题]# #美甲[话题]# #美甲推荐[话题]# #温柔美甲[话题]# #谁来劝劝我[话题]#,🦋,10000,7054,112,5,1609,1,https://www.xiaohongshu.com/explore/68c6b4f9000000001d01b4f0?xsec_token=ABMviqyAmndj0jZ8imffWuIonYzfM6HSPJwx2K27iZwK0=&xsec_source=pc_search,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
